epoch,loss
1,1.1680090956065965
2,0.4788745395515276
3,0.3063235079464705
4,0.22327034143002136
5,0.18334485292434693
6,0.16190126816863598
7,0.1495952334093011
8,0.14108008648390355
9,0.13447272100526353
10,0.12888400003961895
