epoch,loss,validation_loss,validation_accuracy,validation_macro_f1,learning_rate
1,1.0537475027387149,0.6349322146298934,0.6913265306122449,0.6234817394722428,0.001
2,0.4298026731972878,0.40244611307066314,0.8204081632653061,0.8124782249704571,0.001
3,0.2570157206730602,0.37858033952664355,0.8372448979591837,0.8310252178555365,0.001
4,0.1977683720717798,0.36003579205396224,0.8484693877551021,0.8434064127205523,0.001
5,0.16390202957197184,0.33345050431635914,0.8551020408163266,0.8526568463815511,0.001
6,0.15240807442176943,0.38065080004079,0.8464285714285714,0.8442048490157107,0.001
7,0.14502485492197625,0.3966593796881486,0.8413265306122449,0.8410502632030935,0.001
8,0.1337953958251356,0.41670796540470756,0.860204081632653,0.8571226087321068,0.001
9,0.1333295575146859,0.3788461411865998,0.8545918367346939,0.8521330846457104,0.001
10,0.12761677363859794,0.4443240207676985,0.8326530612244898,0.8295278707989876,0.001
11,0.1232864404157998,0.37404475018039957,0.8607142857142858,0.8607543644294072,0.001
12,0.11819196777633814,0.4944079654215246,0.8321428571428572,0.8292429250902812,0.001
13,0.12058020869507634,0.37912073076645636,0.8913265306122449,0.888453790138734,0.001
14,0.11423602231532247,0.5339988779751774,0.8214285714285714,0.8199401472276947,0.001
15,0.10872484394280069,0.4059084353365042,0.8571428571428571,0.8561711069498749,0.001
16,0.10659612692030318,0.3646506339387626,0.8653061224489796,0.8657942086694105,0.001
17,0.10633512044695789,0.704076682670251,0.8051020408163265,0.7984593992127137,0.001
18,0.10797778054939179,0.4719265851562805,0.8698979591836735,0.8684895694922058,0.001
19,0.10341616478977995,0.29043870420831885,0.8714285714285714,0.8739071200348149,0.001
20,0.09994440001797605,0.33786030936111905,0.8663265306122448,0.8673332936519654,0.001
21,0.11021752724042633,0.26064593534333375,0.878061224489796,0.8810349247430384,0.001
22,0.10150451655845083,0.56288400414989,0.8545918367346939,0.8504014791717992,0.001
23,0.10039191459822372,0.3602697507022139,0.8755102040816326,0.8760023803991235,0.001
24,0.09368314377366613,0.3538527611871155,0.8612244897959184,0.8632431239668339,0.001
25,0.09335140209335513,0.39138929014122686,0.8811224489795918,0.8807907740514294,0.001
26,0.08826961984045428,0.3218136387064635,0.9025510204081633,0.9042316781329833,0.001
27,0.0886985721061067,0.43567842883046015,0.875,0.873357212025304,0.001
28,0.09121049922346539,0.4408532654657504,0.8642857142857143,0.8643825489737801,0.001
29,0.09171241077453517,0.24969275502597305,0.9066326530612245,0.9100596810373839,0.001
30,0.08608624729319567,0.4104694090448011,0.8826530612244898,0.8838644613642406,0.001
